Unnamed: 0,STATE/UT,DISTRICT,Year,Complain,Risk Level
4772,MAHARASHTRA,SATARA,2007,husband insulted wife again during festivals,Low
4773,MAHARASHTRA,SINDHUDURG,2007,wife humiliated continuously every day,Medium
4774,MAHARASHTRA,SOLAPUR COMMR.,2007,husband insulted wife harshly in the morning,Low
4775,MAHARASHTRA,SOLAPUR RURAL,2007,wife denied voice in decisions,Medium
4776,MAHARASHTRA,THANE COMMR.,2007,husband insulted wife at workplace meetings,Low
4777,MAHARASHTRA,THANE RURAL,2007,wife humiliated in daily conversations,Medium
4778,MAHARASHTRA,WARDHA,2007,husband insulted wife again without reason,Low
4779,MAHARASHTRA,WASHIM,2007,wife excluded from all financial matters,Medium
4780,MAHARASHTRA,YAVATMAL,2007,husband insulted wife daily at night,Low
4781,MAHARASHTRA,TOTAL,2007,wife humiliated unfairly at gatherings,Medium
4782,MANIPUR,BISHNUPUR,2007,husband insulted wife in front of family always,Low
4783,MANIPUR,CHANDEL,2007,wife denied her own respect,Medium
4784,MANIPUR,CHURACHANDPUR,2007,husband insulted wife cruelly when drunk,Low
4785,MANIPUR,IMPHAL EAST,2007,wife excluded from home events constantly,Medium
4786,MANIPUR,IMPHAL WEST,2007,husband insulted wife loudly every day,Low
4787,MANIPUR,SENAPATI,2007,wife humiliated when speaking out,Medium
4788,MANIPUR,TAMENGLONG,2007,husband insulted wife during holidays,Low
4789,MANIPUR,THOUBAL,2007,wife excluded from property rights,Medium
4790,MANIPUR,UKHRUL,2007,husband insulted wife unfairly every night,Low
4791,MANIPUR,TOTAL,2007,wife humiliated in arguments daily,Low
4792,MEGHALAYA,GARO HILLS EAST,2007,husband insulted wife repeatedly at dinners,Low
4793,MEGHALAYA,GARO HILLS SOUTH,2007,wife excluded from family parties,Medium
4794,MEGHALAYA,GARO HILLS WEST,2007,husband insulted wife cruelly every evening,Low
4795,MEGHALAYA,JAINTIA HILLS,2007,wife humiliated harshly before relatives,Medium
4796,MEGHALAYA,KHASI HILLS EAST,2007,husband insulted wife during special occasions,Low
4797,MEGHALAYA,KHASI HILLS WEST,2007,wife excluded from all discussions,Medium
4798,MEGHALAYA,RI-BHOI,2007,husband insulted wife about her cooking daily,Low
4799,MEGHALAYA,TOTAL,2007,wife humiliated in front of everyone,Medium
4800,MIZORAM,AIZAWL,2007,husband insulted wife unfairly at home,Low
4801,MIZORAM,CHAMPHAI,2007,wife excluded from her own choices daily,Medium
4802,MIZORAM,KOLASIB,2007,husband insulted wife brutally in gatherings,Low
4803,MIZORAM,LAWNGTLAI,2007,wife humiliated constantly by insults,Medium
4804,MIZORAM,LUNGLEI,2007,husband insulted wife daily about money,Low
4805,MIZORAM,MAMIT,2007,wife excluded from any say in marriage,Medium
4806,MIZORAM,SAIHA,2007,husband insulted wife harshly at family events,Low
4807,MIZORAM,SERCHHIP,2007,wife humiliated during every argument,Low
4808,MIZORAM,TOTAL,2007,husband insulted wife at religious events,Low
4809,NAGALAND,DIMAPUR,2007,wife excluded from social functions,Medium
4810,NAGALAND,KIPHIRE,2007,husband insulted wife again during meals daily,Low
4811,NAGALAND,KOHIMA,2007,wife humiliated constantly in front of others,Medium
4812,NAGALAND,LONGLENG,2007,husband insulted wife cruelly without cause,Low
4813,NAGALAND,MOKOKCHUNG,2007,wife excluded from financial rights,Medium
4814,NAGALAND,MON,2007,husband insulted wife harshly at meetings,Low
4815,NAGALAND,PEREN,2007,wife humiliated daily at work parties,Medium
4816,NAGALAND,PHEK,2007,husband insulted wife again before family,Low
4817,NAGALAND,TUENSANG,2007,wife excluded from choices about life,Medium
4818,NAGALAND,WOKHA,2007,husband insulted wife unfairly each evening,Low
4819,NAGALAND,ZUNHEBOTO,2007,wife humiliated with shouting daily,Medium
4820,NAGALAND,TOTAL,2007,husband insulted wife daily during chores,Low
4821,ODISHA,ANGUL,2007,wife excluded from making plans,Medium
4822,ODISHA,BALASORE,2007,husband insulted wife cruelly at breakfast,Low
4823,ODISHA,BARAGARH,2007,wife humiliated endlessly by words,Medium
4824,ODISHA,BERHAMPUR,2007,husband insulted wife without respect daily,Low
4825,ODISHA,BHADRAK,2007,wife excluded from decisions on spending,Medium
4826,ODISHA,BOLANGIR,2007,husband insulted wife every single night,Low
4827,ODISHA,BOUDH,2007,wife humiliated during family dinners,Medium
4828,ODISHA,CUTTACK,2007,husband insulted wife constantly in public,Low
4829,ODISHA,DEOGARH,2007,wife excluded from discussions at home,Medium
4830,ODISHA,DHENKANAL,2007,husband insulted wife unfairly at holidays,Low
4831,ODISHA,GAJAPATI,2007,wife humiliated daily without relief,Medium
4832,ODISHA,GANJAM,2007,husband insulted wife about her looks constantly,Low
4833,ODISHA,JAGATSINGHPUR,2007,wife excluded from neighborhood events,Medium
4834,ODISHA,JAJPUR,2007,husband insulted wife at community meetings,Low
4835,ODISHA,JHARSUGUDA,2007,wife humiliated harshly at home,Medium
4836,ODISHA,KALAHANDI,2007,husband insulted wife unfairly at church,Low
4837,ODISHA,KANDHAMAL,2007,wife excluded from family respect,Medium
4838,ODISHA,KENDRAPARA,2007,husband insulted wife cruelly at work events,Low
4839,ODISHA,KEONJHAR,2007,wife humiliated repeatedly without cause,Medium
4840,ODISHA,KHURDA,2007,husband insulted wife daily in the morning,Low
4841,ODISHA,KORAPUT,2007,wife excluded from evening gatherings,Medium
4842,ODISHA,MALKANGIR,2007,husband insulted wife harshly at lunch,Low
4843,ODISHA,MAYURBHANJ,2007,wife humiliated at dinner daily,Medium
4844,ODISHA,NAYAGARH,2007,husband insulted wife cruelly at night,Low
4845,ODISHA,NOWRANGPUR,2007,wife excluded from family outings daily,Medium
4846,ODISHA,NUAPADA,2007,husband insulted wife again during visits,Low
4847,ODISHA,PURI,2007,wife humiliated endlessly without mercy,Medium
4848,ODISHA,RAYAGADA,2007,husband insulted wife unfairly at family talks,Low
4849,ODISHA,ROURKELA,2007,wife excluded from birthday parties,Medium
4850,ODISHA,SAMBALPUR,2007,husband insulted wife brutally during meals,Low
4851,ODISHA,SONEPUR,2007,wife humiliated unfairly at every gathering,Medium
4852,ODISHA,SRP(CUTTACK),2007,husband insulted wife cruelly at family events,Low
4853,ODISHA,SRP(ROURKELA),2007,wife excluded from every joyful event,Medium
4854,ODISHA,SUNDARGARH,2007,husband insulted wife again during discussions,Low
4855,ODISHA,TOTAL,2007,wife humiliated at every festival,Medium
4856,PUNJAB,AMRITSAR,2007,husband insulted wife unfairly at outings,Low
4857,PUNJAB,AMRITSAR RURAL,2007,wife excluded from financial control,Medium
4858,PUNJAB,BARNALA,2007,husband insulted wife cruelly when angry,Low
4859,PUNJAB,BATALA,2007,wife humiliated constantly in gatherings,Medium
4860,PUNJAB,BHATINDA,2007,husband insulted wife daily in front of friends,Low
4861,PUNJAB,FARIDKOT,2007,wife excluded from property documents,Medium
4862,PUNJAB,FATEHGARH SAHIB,2007,husband insulted wife during visits daily,Low
4863,PUNJAB,FEROZPUR,2007,wife humiliated harshly in private,Medium
4864,PUNJAB,G.R.P,2007,husband insulted wife unfairly before relatives,Low
4865,PUNJAB,GURDASPUR,2007,wife excluded from her salary,Medium
4866,PUNJAB,HOSHIARPUR,2007,husband insulted wife cruelly during arguments,Low
4867,PUNJAB,JAGRAON,2007,wife humiliated repeatedly in gatherings,Medium
4868,PUNJAB,JALANDHAR,2007,husband insulted wife daily before neighbors,Low
4869,PUNJAB,KAPURTHALA,2007,wife excluded from family conversations daily,Medium
4870,PUNJAB,KHANNA,2007,husband insulted wife in front of children daily,Low
4871,PUNJAB,LUDHIANA,2007,wife humiliated unfairly with harsh words,Medium
4872,PUNJAB,MANSA,2007,husband insulted wife at every meal,Low
4873,PUNJAB,MOGA,2007,wife excluded from home decisions daily,Medium
4874,PUNJAB,MUKTSAR,2007,husband insulted wife cruelly in gatherings daily,Low
4875,PUNJAB,NAWAN SHAHR,2007,wife humiliated endlessly in private,Medium
4876,PUNJAB,PATIALA,2007,husband insulted wife daily during chores,Low
4877,PUNJAB,ROPAR,2007,wife excluded from family occasions constantly,Medium
4878,PUNJAB,SANGRUR,2007,husband insulted wife unfairly with insults,Low
4879,PUNJAB,SAS NGR,2007,wife humiliated constantly in front of family,Medium
4880,PUNJAB,TARN TARAN,2007,husband insulted wife again daily,Low
4881,PUNJAB,TOTAL,2007,wife excluded from her freedom daily,Medium
4882,RAJASTHAN,AJMER,2007,husband insulted wife brutally in private,Low
4883,RAJASTHAN,ALWAR,2007,wife humiliated during home gatherings,Medium
4884,RAJASTHAN,BANSWARA,2007,husband insulted wife harshly without pause,Low
4885,RAJASTHAN,BARAN,2007,wife excluded from important talks daily,Medium
4886,RAJASTHAN,BARMER,2007,husband insulted wife daily with shouting,Low
4887,RAJASTHAN,BHARATPUR,2007,wife humiliated repeatedly every night,Medium
4888,RAJASTHAN,BHILWARA,2007,husband insulted wife cruelly during meals daily,Low
4889,RAJASTHAN,BIKANER,2007,wife excluded from family life constantly,Medium
4890,RAJASTHAN,BUNDI,2007,husband insulted wife daily in gatherings,Low
4891,RAJASTHAN,CHITTORGARH,2007,wife humiliated endlessly every day,Medium
4892,RAJASTHAN,CHURU,2007,husband shouted at wife during arguments daily,Low
4893,RAJASTHAN,DAUSA,2007,wife humiliated at every social event,Medium
4894,RAJASTHAN,DHOLPUR,2007,husband insulted wife repeatedly in front of family,Low
4895,RAJASTHAN,DUNGARPUR,2007,wife denied her freedom every day,Medium
4896,RAJASTHAN,G.R.P.,2007,husband insulted wife at morning breakfast,Low
4897,RAJASTHAN,GANGANAGAR,2007,wife humiliated during community meetings,Medium
4898,RAJASTHAN,HANUMANGARH,2007,husband insulted wife cruelly in front of neighbors,Low
4899,RAJASTHAN,JAIPUR EAST,2007,wife excluded from family planning talks,Medium
4900,RAJASTHAN,JAIPUR NORTH,2007,husband insulted wife daily at gatherings,Low
4901,RAJASTHAN,JAIPUR RURAL,2007,wife humiliated with constant insults,Medium
4902,RAJASTHAN,JAIPUR SOUTH,2007,husband insulted wife harshly at home daily,Low
4903,RAJASTHAN,JAISALMER,2007,wife excluded from speaking freely,Medium
4904,RAJASTHAN,JALORE,2007,husband insulted wife unfairly in front of relatives,Low
4905,RAJASTHAN,JHALAWAR,2007,wife humiliated repeatedly every day,Medium
4906,RAJASTHAN,JHUNJHUNU,2007,husband insulted wife cruelly when guests visited,Low
4907,RAJASTHAN,JODHPUR CITY,2007,wife excluded from decisions on spending money,Medium
4908,RAJASTHAN,JODHPUR RURAL,2007,husband insulted wife daily in front of children,Low
4909,RAJASTHAN,KARAULI,2007,wife humiliated unfairly at home,Medium
4910,RAJASTHAN,KOTA CITY,2007,husband insulted wife again during dinner,Low
4911,RAJASTHAN,KOTA RURAL,2007,wife excluded from financial choices daily,Medium
4912,RAJASTHAN,NAGAUR,2007,husband insulted wife at public gatherings,Low
4913,RAJASTHAN,PALI,2007,wife humiliated constantly without reason,Medium
4914,RAJASTHAN,RAJSAMAND,2007,husband insulted wife cruelly during parties,Low
4915,RAJASTHAN,SAWAI MADHOPUR,2007,wife excluded from family celebrations,Medium
4916,RAJASTHAN,SIKAR,2007,husband insulted wife daily in social events,Low
4917,RAJASTHAN,SIROHI,2007,wife humiliated with angry shouting,Medium
4918,RAJASTHAN,TONK,2007,husband insulted wife harshly at community events,Low
4919,RAJASTHAN,UDAIPUR,2007,wife excluded from her own life decisions,Medium
4920,RAJASTHAN,TOTAL,2007,husband insulted wife unfairly during ceremonies,Low
4921,SIKKIM,EAST,2007,wife humiliated every morning by insults,Medium
4922,SIKKIM,NORTH,2007,husband insulted wife cruelly during holidays,Low
4923,SIKKIM,SOUTH,2007,wife excluded from important events daily,Medium
4924,SIKKIM,WEST,2007,husband insulted wife daily in private arguments,Low
4925,SIKKIM,TOTAL,2007,wife humiliated endlessly without relief,Medium
4926,TAMIL NADU,CHENNAI,2007,husband insulted wife harshly during gatherings,Low
4927,TAMIL NADU,CHENNAI RLY.,2007,wife excluded from family happiness,Medium
4928,TAMIL NADU,COIMBATORE RURAL,2007,husband insulted wife unfairly at meals daily,Low
4929,TAMIL NADU,COIMBATORE URBAN,2007,wife humiliated every night with shouting,Medium
4930,TAMIL NADU,CUDDALORE,2007,husband insulted wife cruelly at church,Low
4931,TAMIL NADU,DHARMAPURI,2007,wife excluded from household discussions daily,Medium
4932,TAMIL NADU,DINDIGUL,2007,husband insulted wife daily with no reason,Low
4933,TAMIL NADU,ERODE,2007,wife humiliated with loud insults,Medium
4934,TAMIL NADU,KANCHIPURAM,2007,husband insulted wife harshly every morning,Low
4935,TAMIL NADU,KANYAKUMARI,2007,wife excluded from property rights daily,Medium
4936,TAMIL NADU,KARUR,2007,husband insulted wife cruelly at breakfast,Low
4937,TAMIL NADU,KRISHNAGIRI,2007,wife humiliated daily at lunch,Medium
4938,TAMIL NADU,MADURAI RURAL,2007,husband insulted wife unfairly during family visits,Low
4939,TAMIL NADU,MADURAI URBAN,2007,wife excluded from social respect,Medium
4940,TAMIL NADU,NAGAPATTINAM,2007,husband insulted wife daily in public places,Low
4941,TAMIL NADU,NAMAKKAL,2007,wife humiliated constantly at home,Medium
4942,TAMIL NADU,NILGIRIS,2007,husband insulted wife harshly during dinner,Low
4943,TAMIL NADU,PERAMBALUR,2007,wife excluded from gatherings regularly,Medium
4944,TAMIL NADU,PUDUKOTTAI,2007,husband insulted wife unfairly at parties,Low
4945,TAMIL NADU,RAMNATHAPURAM,2007,wife humiliated at evening meals,Medium
4946,TAMIL NADU,SALEM RURAL,2007,husband insulted wife cruelly at social events,Low
4947,TAMIL NADU,SALEM URBAN,2007,wife excluded from family outings regularly,Medium
4948,TAMIL NADU,SIVAGANGAI,2007,husband insulted wife daily at celebrations,Low
4949,TAMIL NADU,THANJAVUR,2007,wife humiliated without cause every day,Medium
4950,TAMIL NADU,THENI,2007,husband insulted wife harshly during visits,Low
4951,TAMIL NADU,THIRUNELVELI RURAL,2007,wife excluded from her freedom to speak,Medium
4952,TAMIL NADU,THIRUNELVELI URBAN,2007,husband insulted wife unfairly at dinners,Low
4953,TAMIL NADU,THIRUVALLUR,2007,wife humiliated constantly in front of relatives,Medium
4954,TAMIL NADU,THIRUVANNAMALAI,2007,husband insulted wife daily with abusive words,Low
4955,TAMIL NADU,THIRUVARUR,2007,wife excluded from decision making always,Medium
4956,TAMIL NADU,THOOTHUGUDI,2007,husband insulted wife cruelly during meetings,Low
4957,TAMIL NADU,TRICHY RLY.,2007,wife humiliated harshly every evening,Medium
4958,TAMIL NADU,TRICHY RURAL,2007,husband insulted wife unfairly during holidays,Low
4959,TAMIL NADU,TRICHY URBAN,2007,wife excluded from discussions with family,Medium
4960,TAMIL NADU,VELLORE,2007,husband insulted wife daily in social circles,Low
4961,TAMIL NADU,VILLUPURAM,2007,wife humiliated endlessly during meals,Medium
4962,TAMIL NADU,VIRUDHUNAGAR,2007,husband insulted wife harshly at public dinners,Low
4963,TAMIL NADU,TOTAL,2007,wife excluded from her personal rights,Medium
4964,TRIPURA,DHALAI,2007,husband insulted wife unfairly in gatherings,Low
4965,TRIPURA,NORTH,2007,wife humiliated at every outing,Medium
4966,TRIPURA,SOUTH,2007,husband insulted wife daily at family dinners,Low
4967,TRIPURA,WEST,2007,wife excluded from all choices,Medium
4968,TRIPURA,TOTAL,2007,husband insulted wife cruelly when angry daily,Low
4969,UTTAR PRADESH,AGRA,2007,wife humiliated unfairly at celebrations,Medium
4970,UTTAR PRADESH,ALIGARH,2007,husband insulted wife harshly during special days,Low
4971,UTTAR PRADESH,ALLAHABAD,2007,wife excluded from her own marriage life,Medium
4972,UTTAR PRADESH,AMBEDKAR NAGAR,2007,husband insulted wife daily at parties,Low
4973,UTTAR PRADESH,AURAIYA,2007,wife humiliated harshly in private rooms,Medium
4974,UTTAR PRADESH,AZAMGARH,2007,husband insulted wife unfairly in public,Low
4975,UTTAR PRADESH,BADAUN,2007,wife excluded from decisions constantly,Medium
4976,UTTAR PRADESH,BAGHPAT,2007,husband insulted wife daily during chores,Low
4977,UTTAR PRADESH,BAHRAICH,2007,wife humiliated constantly at gatherings,Medium
4978,UTTAR PRADESH,BALLIA,2007,husband insulted wife cruelly during dinners,Low
4979,UTTAR PRADESH,BALRAMPUR,2007,wife excluded from social activities daily,Medium
4980,UTTAR PRADESH,BANDA,2007,husband insulted wife unfairly with harsh words,Low
4981,UTTAR PRADESH,BARABANKI,2007,wife humiliated endlessly at events,Medium
4982,UTTAR PRADESH,BAREILLY,2007,husband insulted wife daily harshly at home,Low
4983,UTTAR PRADESH,BASTI,2007,wife excluded from joyful moments,Medium
4984,UTTAR PRADESH,BIJNOR,2007,husband insulted wife unfairly every morning,Low
4985,UTTAR PRADESH,BULANDSHAHAR,2007,wife humiliated in front of relatives often,Medium
4986,UTTAR PRADESH,CHANDOLI,2007,husband insulted wife cruelly with shouting,Low
4987,UTTAR PRADESH,CHITRAKOOT DHAM,2007,wife excluded from family outings always,Medium
4988,UTTAR PRADESH,DEORIA,2007,husband insulted wife daily at work events,Low
4989,UTTAR PRADESH,ETAH,2007,wife humiliated without kindness,Medium
4990,UTTAR PRADESH,ETAWAH,2007,husband insulted wife harshly in daily life,Low
4991,UTTAR PRADESH,FAIZABAD,2007,wife excluded from community gatherings,Medium
4992,UTTAR PRADESH,FATEHGARH,2007,husband insulted wife unfairly during evening meals,Low
4993,UTTAR PRADESH,FATEHPUR,2007,wife humiliated constantly at home events,Medium
4994,UTTAR PRADESH,FIROZABAD,2007,husband insulted wife cruelly every morning,Low
4995,UTTAR PRADESH,G.R.P.,2007,wife excluded from speaking in family talks,Medium
4996,UTTAR PRADESH,GAUTAMBUDH NAGAR,2007,husband insulted wife daily during arguments,Low
4997,UTTAR PRADESH,GHAZIABAD,2007,wife humiliated with loud shouting daily,Medium
4998,UTTAR PRADESH,GHAZIPUR,2007,husband insulted wife unfairly in gatherings daily,Low
4999,UTTAR PRADESH,GONDA,2007,wife excluded from family conversations regularly,Medium
5000,UTTAR PRADESH,GORAKHPUR,2007,husband insulted wife cruelly at holidays daily,Low
5001,UTTAR PRADESH,HAMIRPUR,2007,wife humiliated in front of family constantly,Medium
5002,UTTAR PRADESH,HARDOI,2007,husband insulted wife daily about her looks,Low
5003,UTTAR PRADESH,HATHRAS,2007,wife excluded from her own decisions daily,Medium
5004,UTTAR PRADESH,J.P.NAGAR,2007,husband insulted wife unfairly during chores,Low
5005,UTTAR PRADESH,JALAUN,2007,wife humiliated repeatedly every morning,Medium
5006,UTTAR PRADESH,JAUNPUR,2007,husband insulted wife cruelly during events daily,Low
5007,UTTAR PRADESH,JHANSI,2007,wife excluded from her rights constantly,Medium
5008,UTTAR PRADESH,KANNAUJ,2007,husband insulted wife daily during evenings,Low
5009,UTTAR PRADESH,KANPUR DEHAT,2007,wife humiliated endlessly during celebrations,Medium
5010,UTTAR PRADESH,KANPUR NAGAR,2007,husband insulted wife harshly during outings,Low
5011,UTTAR PRADESH,KAUSHAMBI,2007,wife excluded from home rights,Medium
5012,UTTAR PRADESH,KHIRI,2007,husband insulted wife unfairly daily with words,Low
5013,UTTAR PRADESH,KUSHI NAGAR,2007,wife humiliated constantly during family meals,Medium
5014,UTTAR PRADESH,LALITPUR,2007,husband insulted wife cruelly in private every day,Low
